,accuracy,confusion,datetime,execution_time,f1,fold,model,precision,recall,test_time,train_size
0,0.78,"[[24  1  0  0  0  2  0]
 [ 0 24  2  1  3  1  0]
 [ 0  2 23  0  0  1  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0 10  3  0]
 [ 0  4  1  3  0 10  0]
 [ 0  0  2  0  2  5 26]]",2019-04-03 13:16:07.696831,34.108200550079346,0.6619952287866201,5,lstm,0.6738334630039698,0.6593344699335483,9.248735189437866,300
0,0.7733333333333333,"[[21  0  0  0  0  0  0]
 [ 1 23  2  0  0  1  1]
 [ 0  4 26  0  0  1  0]
 [ 0  0  1  1  0  3  0]
 [ 1  1  1  0 11  0  1]
 [ 0  1  0  2  0  9  1]
 [ 0  0  1  1  4  6 25]]",2019-04-03 13:16:49.147395,32.00268006324768,0.6957876494379042,6,lstm,0.6958638685923662,0.7087792785949468,9.254118919372559,300
0,0.82,"[[20  0  0  0  0  1  0]
 [ 0 21  0  0  2  2  0]
 [ 0  2 32  1  0  3  0]
 [ 0  0  0  2  0  2  1]
 [ 0  0  0  0  4  0  1]
 [ 0  3  1  1  4 13  0]
 [ 0  0  0  0  2  1 31]]",2019-04-03 13:17:30.503696,31.657865047454834,0.7331232176489292,7,lstm,0.7344322344322345,0.7624514303328987,9.502849817276001,300
0,0.7466666666666667,"[[23  0  0  0  0  0  0]
 [ 0 27  7  1  0  0  1]
 [ 0  1 21  0  0  1  0]
 [ 0  0  0  1  0  0  0]
 [ 1  2  0  0 11  4  5]
 [ 1  2  8  1  0  6  0]
 [ 0  0  0  0  2  1 23]]",2019-04-03 13:18:12.878016,32.63277888298035,0.687398590663795,8,lstm,0.6885248515851964,0.7656075808249722,9.545829772949219,300
0,0.7733333333333333,"[[24  0  1  0  0  2  0]
 [ 0 13  0  1  3  0  0]
 [ 0  2 26  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  1  0  0  7  5  5]
 [ 0  1  3  1  2 13  2]
 [ 0  1  2  0  2  0 33]]",2019-04-03 13:18:56.211136,33.63488960266113,0.6362002493305015,9,lstm,0.6442460317460317,0.6329121760346882,9.505274534225464,300
0,0.8,"[[ 3  0  0  0  0  0  0]
 [ 0  8  2  0  1  1  0]
 [ 0  0 12  0  0  1  0]
 [ 0  0  0  1  0  0  0]
 [ 0  0  0  0  2  1  0]
 [ 0  0  0  0  1  4  0]
 [ 0  0  0  0  2  1 10]]",2019-04-03 13:19:42.231943,35.30967354774475,0.8026118808727506,0,lstm,0.8129251700680272,0.8322344322344322,10.515798568725586,400
0,0.88,"[[ 7  0  0  0  0  0  0]
 [ 1 13  0  0  2  0  0]
 [ 0  0  9  0  0  0  0]
 [ 0  0  0  0  1  0  0]
 [ 0  0  0  0  4  0  1]
 [ 0  1  0  0  0  2  0]
 [ 0  0  0  0  0  0  9]]",2019-04-03 13:20:30.230161,37.1508367061615,0.7448621553884712,1,lstm,0.7535714285714287,0.7541666666666667,10.652044296264648,400
0,0.68,"[[8 0 0 0 0 0 0]
 [0 4 1 0 0 1 0]
 [0 1 6 0 1 0 1]
 [0 0 0 0 0 0 0]
 [1 1 0 0 5 2 0]
 [0 1 0 2 1 2 1]
 [0 1 0 0 0 1 9]]",2019-04-03 13:21:17.858898,36.685222148895264,0.5733541668415618,2,lstm,0.5874046588332302,0.5703978561121418,10.749923467636108,400
0,0.84,"[[ 8  0  0  0  0  0  0]
 [ 0  9  0  0  1  0  0]
 [ 0  1  8  0  0  0  0]
 [ 0  0  1  0  0  0  0]
 [ 0  0  0  0  3  1  0]
 [ 0  1  0  1  1  3  0]
 [ 0  0  0  1  0  0 11]]",2019-04-03 13:22:04.797328,36.85227417945862,0.7098885931184068,3,lstm,0.7224386724386724,0.707936507936508,9.892096042633057,400
0,0.74,"[[ 1  1  0  0  0  0  0]
 [ 0  9  1  0  0  2  0]
 [ 0  0 15  0  0  0  0]
 [ 0  0  0  0  0  1  0]
 [ 0  0  0  0  3  0  0]
 [ 0  1  1  2  3  3  1]
 [ 0  0  0  0  0  0  6]]",2019-04-03 13:22:53.619384,38.51667380332947,0.6184943040761455,4,lstm,0.6510968023573066,0.6461038961038961,10.109541416168213,400
0,0.86,"[[ 6  0  0  0  0  0  0]
 [ 0 14  0  0  0  0  0]
 [ 0  1 11  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  1  1  0]
 [ 0  0  1  1  2  5  0]
 [ 1  0  0  0  0  0  6]]",2019-04-03 13:23:41.010496,36.962679386138916,0.6850006315523557,5,lstm,0.6962585034013605,0.6899092970521542,10.234487533569336,400
0,0.8,"[[ 9  1  0  0  1  0  0]
 [ 0  8  0  0  0  0  0]
 [ 0  0 11  0  0  0  0]
 [ 0  1  0  0  0  2  0]
 [ 0  0  0  0  3  0  2]
 [ 0  0  0  0  0  4  1]
 [ 0  0  0  1  0  1  5]]",2019-04-03 13:24:29.870398,37.45142388343811,0.6841269841269841,6,lstm,0.6780612244897959,0.7046382189239333,11.21382212638855,400
0,0.82,"[[ 8  0  0  0  0  0  0]
 [ 0  4  0  0  1  0  0]
 [ 0  0 12  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 1  0  0  0  0  0  1]
 [ 0  0  1  2  1  6  1]
 [ 0  0  0  0  1  0 11]]",2019-04-03 13:25:19.721233,39.313663959503174,0.6251353874883286,7,lstm,0.6654456654456654,0.6088744588744588,10.342792987823486,400
0,0.78,"[[ 8  0  0  0  0  0  0]
 [ 0 12  2  0  0  0  0]
 [ 0  1  5  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  1  0  4  1  3]
 [ 0  0  2  1  0  1  0]
 [ 0  0  0  0  0  0  9]]",2019-04-03 13:26:07.868173,37.46131229400635,0.6171070992499564,8,lstm,0.6675824175824177,0.6264172335600907,10.492873191833496,400
0,0.82,"[[ 6  0  0  0  0  2  0]
 [ 0  2  0  0  2  0  0]
 [ 0  0 11  0  0  0  0]
 [ 0  0  0  0  0  1  0]
 [ 0  0  0  0  2  0  0]
 [ 0  0  2  0  0  2  2]
 [ 0  0  0  0  0  0 18]]",2019-04-03 13:26:56.309356,37.75288200378418,0.6311639488331217,9,lstm,0.6637362637362638,0.6547619047619049,10.49332857131958,400
